ccds_id	gene	GTR_average_10x	GTR_average_20x	GTR_average_30x
27	CCDS10034.1	KATNBL1	0.989310971995556	0.966285452139125	0.926166987390299
28	CCDS10035.1	EMC4	0.936868768439071	0.933466309193212	0.912694887697432
29	CCDS10036.1	SLC12A6	0.996718447476254	0.977735715250583	0.941537777477604
30	CCDS10037.1	NOP10	0.999535184973521	0.998058825770565	0.981978892825849
31	CCDS1004.1	RORC	0.989229964661341	0.94920223197542	0.872209434266567
32	CCDS10040.1	GJD2	0.9989271178463	0.989078136584449	0.958667118892275
33	CCDS10041.1	ACTC1	0.994875403245875	0.985308550254042	0.962877793239327
34	CCDS10042.1	ZNF770	0.99802347353323	0.976348962314666	0.92482596689828
35	CCDS10043.1	DPH6	0.96619336452947	0.923613729273368	0.884091337517438
36	CCDS10044.1	MEIS2	0.989387689336253	0.942177193233321	0.8755116145571
37	CCDS10045.1	MEIS2	0.989523623243689	0.943530620464381	0.877147722958845
38	CCDS10046.1	TMCO5A	0.984255112760963	0.940020068861384	0.872794524679892
39	CCDS10048.1	C15orf53	0.986623603544104	0.930156568158045	0.849322409333534
40	CCDS1005.1	THEM5	0.999472750802853	0.995105969099963	0.976171931169941
41	CCDS10052.1	BMF	0.993051149217568	0.947959251971119	0.894679597874214
42	CCDS10053.1	BUB1B	0.996900991484793	0.984778641912301	0.955139189121053
43	CCDS10054.1	PAK6	0.958499097285475	0.842802939523209	0.731849482700263
44	CCDS10056.1	DISP2	0.886678727551868	0.807266948299294	0.710593071244013
45	CCDS10057.2	IVD	0.992446755819706	0.962084726712148	0.919750079165956
46	CCDS10058.1	BAHD1	0.96690245484795	0.880042287132677	0.784476886987184
47	CCDS10059.1	CHST14	0.805542636728266	0.717088192673601	0.6369640931049
48	CCDS1006.1	THEM4	0.871117536926101	0.859256153676935	0.828417379294983
49	CCDS10060.1	CCDC32	0.999377553031152	0.990257207070468	0.957487204886926
50	CCDS10062.1	RAD51	0.999446435334906	0.99265579931824	0.971402558051453
51	CCDS10063.1	RMDN3	0.994749455543865	0.96199927651218	0.896277560626248
52	CCDS10065.1	DNAJC17	0.998266468548784	0.979193562792815	0.919713541032327
53	CCDS10067.1	SPINT1	0.939543441083289	0.870336753670308	0.797204855757086
54	CCDS10068.1	RHOV	0.839857325868393	0.745850600727711	0.643731596249167
55	CCDS10069.1	VPS18	0.98363912950172	0.944214256147681	0.861139630390132
56	CCDS10070.2	CHAC1	0.937784444008339	0.788762417411942	0.637620436046232
57	CCDS10071.1	INO80	0.995247381729698	0.975202420295573	0.932459473791538
58	CCDS10072.1	EXD1	0.996600258707324	0.988850820121462	0.968591102968402
59	CCDS10073.1	CHP1	0.98406275586017	0.963900344684746	0.940005534160247
60	CCDS10075.1	NDUFAF1	0.997541647036086	0.982514813539665	0.948375342780175
61	CCDS10077.1	LTK	0.819846000566882	0.735807945901224	0.644980202526864
62	CCDS10078.1	LTK	0.875675023840709	0.789783745955723	0.693389479053466
63	CCDS10079.1	RPAP1	0.992933612034308	0.947887909195481	0.868784566702405
64	CCDS10080.1	TYRO3	0.944938210457257	0.915337264561275	0.862147144217465
65	CCDS10081.1	EHD4	0.954893228352797	0.90237142898917	0.835681870934599
66	CCDS10083.1	VPS39	0.992395586675404	0.978421038942797	0.947774255305176
67	CCDS10084.1	GANC	0.998512897961169	0.983083656086839	0.947067205807104
68	CCDS10085.1	CAPN3	0.985546723930825	0.968500614029706	0.93227506496501
69	CCDS10086.1	CAPN3	0.9982861856945	0.98426729509153	0.946654867926672
70	CCDS10087.1	SNAP23	0.998907197659967	0.985755020699585	0.952376947302516
71	CCDS10088.1	SNAP23	0.998685444254426	0.981620361284769	0.941101205217096
72	CCDS10089.1	LRRC57	0.99761794205052	0.986388682516095	0.958838946673265
73	CCDS1009.1	S100A11	0.999371536441542	0.986761380096633	0.934456390703416
74	CCDS10090.1	HAUS2	0.939766078189533	0.906756575247117	0.849189584540139
75	CCDS10091.1	UBR1	0.996578574966404	0.973702398641476	0.932272341328795
76	CCDS10092.1	CCNDBP1	0.947973476351382	0.889938245943271	0.836828522389062
77	CCDS10093.1	EPB42	0.99904388228725	0.987694807912108	0.951733634351779
78	CCDS10094.1	LCMT2	0.955057593329161	0.846497574353686	0.748549622833441
79	CCDS10095.2	ZSCAN29	0.997080635486904	0.985655469987058	0.96181745283813
80	CCDS10096.1	TP53BP1	0.997321065689439	0.9840077926701	0.956220329073508
81	CCDS10097.1	CKMT1B	0.424967296330638	0.4070495958251	0.39235723544964
82	CCDS10098.1	STRC	0.424593822091033	0.361199865355706	0.319636663967101
83	CCDS10099.1	CATSPER2	0.993176872442499	0.967193954979492	0.923466008885463
84	CCDS101.1	H6PD	0.968144483467646	0.865345974604884	0.745808912552977
85	CCDS1010.1	CRNN	0.998629451660827	0.991591973030391	0.974447137276515
86	CCDS10101.1	PDIA3	0.971319402435728	0.931257059907061	0.892456691078878
87	CCDS10102.1	ELL3	0.981889387502141	0.947026178440491	0.899098327198155
88	CCDS10104.1	HYPK	0.992344839410221	0.933860060197361	0.871196708195234
89	CCDS10105.1	MFAP1	0.999260716376242	0.996202834436488	0.990994360394432
90	CCDS10106.1	WDR76	0.996808627449118	0.981449949562088	0.951004729392922
91	CCDS10107.2	FRMD5	0.956975501561718	0.929583579462642	0.886447618031474
92	CCDS10108.1	CASC4	0.991737532344357	0.939133721635318	0.860907194013852
93	CCDS10109.1	CASC4	0.990580625787308	0.930381519917757	0.842689008227622
94	CCDS1011.1	LCE5A	0.995653684950948	0.962864343359928	0.890084116856246
95	CCDS10111.1	EIF3J	0.905709944714496	0.839121970622869	0.77467103061474
96	CCDS10112.1	SPG11	0.977118509592577	0.949667196007813	0.910669578042973
97	CCDS10113.1	B2M	0.999714173683342	0.998662704309064	0.992950305431728
98	CCDS10114.1	TRIM69	0.961280843680935	0.947061758325156	0.907727104205942
99	CCDS10115.1	TERB2	0.996293133781112	0.96694131990434	0.913124525155814
100	CCDS10116.1	SORD	0.908418557225924	0.816275411523497	0.73648212096813
101	CCDS10117.1	DUOX2	0.921310733953873	0.879189101214379	0.824696372198141
102	CCDS10118.2	DUOXA2	0.872482444811741	0.805208000629549	0.700666101938134
103	CCDS10119.1	DUOXA1	0.981597090041304	0.935137372645821	0.860171091572201
104	CCDS10121.1	SLC28A2	0.999307789955963	0.993774431219045	0.975078935244167
105	CCDS10122.1	GATM	0.946613013634498	0.930892371526999	0.892914131785711
106	CCDS10123.1	SPATA5L1	0.746002827252513	0.633993146014703	0.561666653528858
107	CCDS10124.1	C15orf48	0.993002488266227	0.961117891931402	0.906631052619131
108	CCDS10125.1	SLC30A4	0.996385500535618	0.976603084649336	0.932100855823175
109	CCDS10126.1	BLOC1S6	0.951088216853271	0.869981562440194	0.793852190319269
110	CCDS10127.1	SQOR	0.972741494603937	0.931673766622896	0.883701015518922
111	CCDS10128.1	SLC24A5	0.997731382208346	0.977792063223728	0.936892930335471
112	CCDS10129.2	SLC12A1	0.973335809806822	0.925494281597542	0.866910937007511
113	CCDS1013.1	LCE3E	0.999202469017452	0.98961745141585	0.959293965393276
114	CCDS10130.1	SHC4	0.989765217753049	0.953821029851901	0.90760693381183
115	CCDS10131.1	FGF7	0.885569144410146	0.866373934798896	0.831117207045874
116	CCDS10132.1	DTWD1	0.994791692040365	0.970699664661129	0.912332026080107
117	CCDS10133.1	SLC27A2	0.979659219699482	0.922616184890879	0.861345598457156
118	CCDS10134.1	HDC	0.99794243525123	0.973855462099497	0.915599504555881
119	CCDS10137.1	USP8	0.986883874859961	0.955076460842727	0.905816326666106
120	CCDS10139.1	CYP19A1	0.999260743177904	0.992148252317261	0.965935468210714
121	CCDS1014.1	LCE3D	0.998343691916045	0.989186065709097	0.971299536127222
122	CCDS10140.2	GLDN	0.830710380013002	0.784145948632951	0.734084620022891
123	CCDS10141.1	DMXL2	0.995073554606234	0.979812215301328	0.949136479702274
124	CCDS10142.1	SCG3	0.998445471644118	0.981731387638346	0.93621496634849
125	CCDS10144.1	TMOD2	0.999257761493089	0.992227953757474	0.96022445855283
126	CCDS10145.1	TMOD3	0.9981447495254	0.986396934504642	0.950572605572844
127	CCDS10146.1	LEO1	0.998723892140105	0.988968925641179	0.964591626920545
128	CCDS10147.1	MAPK6	0.999395630704982	0.991837412997585	0.960807748823849
129	CCDS10148.1	BCL2L10	0.558971478273433	0.331449401418114	0.224717017600878
130	CCDS10149.1	GNB5	0.963695586373869	0.905512842641358	0.84214388811342
131	CCDS1015.1	LCE3C	0.66681525507677	0.643571596152341	0.58429524777769
132	CCDS10150.1	ONECUT1	0.892200596479371	0.828020075378327	0.742167753976711
133	CCDS10151.1	WDR72	0.995636422256912	0.974929129749691	0.931189960111477
134	CCDS10152.1	RSL24D1	0.998923338044675	0.987480218412887	0.942403115524481
135	CCDS10153.1	RAB27A	0.998420411496184	0.977734606820738	0.933573618194644
136	CCDS10154.1	DNAAF4	0.975633206627297	0.951017295314468	0.906767537373584
137	CCDS10155.1	PYGO1	0.995182669402578	0.974775938111752	0.943940010377592
138	CCDS10156.1	NEDD4	0.997470147381926	0.980922621315459	0.945808786877231
139	CCDS10158.1	MNS1	0.999013155266895	0.98976906884596	0.967264864832474
140	CCDS10159.1	TCF12	0.999072319552826	0.990924431662014	0.962264417753158
141	CCDS1016.1	LCE3B	0.667943598315999	0.65536646648506	0.61070997399703
142	CCDS10160.1	TCF12	0.9990912007779	0.99101989375334	0.962108904586097
143	CCDS10161.1	CGNL1	0.988346320089615	0.949051071611698	0.884443337031881
144	CCDS10162.1	MYZAP	0.943919011362211	0.91848478002877	0.865400218269119
145	CCDS10163.1	ALDH1A2	0.991242397608068	0.97179134446263	0.937927597267142
146	CCDS10164.1	ALDH1A2	0.990591202701167	0.969870945353886	0.9349884517047
147	CCDS10165.1	AQP9	0.999174648273832	0.992099547541598	0.972158497650695
148	CCDS10166.1	LIPC	0.988945765230306	0.936572065378908	0.855183011391773
149	CCDS10167.1	ADAM10	0.989394146793661	0.974727736701543	0.936515816697256
150	CCDS10168.2	SLTM	0.99424848001952	0.971845128286136	0.931456238200916
151	CCDS10169.1	RNF111	0.998291183101964	0.984943066200363	0.951257506575067
152	CCDS1017.1	LCE3A	0.999351989433713	0.99807660558032	0.991214022343293
153	CCDS10170.1	CCNB2	0.990060589810424	0.97088747127861	0.936864511452056
154	CCDS10171.1	LDHAL6B	0.997574093234691	0.984092871646075	0.958126852492949
155	CCDS10172.1	GCNT3	0.99932926492174	0.989185031494654	0.952941080238872
156	CCDS10174.2	BNIP2	0.783074837211795	0.714787784396986	0.652378380159258
157	CCDS10176.1	ICE2	0.998218853747986	0.985205779076386	0.951546775621422
158	CCDS10177.1	RORA	0.927799927407045	0.901477471652661	0.881703965003948
159	CCDS10178.1	RORA	0.997936497625921	0.99131835901377	0.976301186090971
160	CCDS10179.1	RORA	0.99802393420495	0.991359686212595	0.974862460129669
161	CCDS1018.1	LCE2D	0.997426475509687	0.981889393107835	0.954686112561332
162	CCDS10180.1	VPS13C	0.995695967799305	0.970665433968812	0.921319614030527
163	CCDS10181.1	TPM1	0.980675686243862	0.941963191783384	0.88283369394269
164	CCDS10182.1	LACTB	0.789948500196769	0.7446188671126	0.695570230619196
165	CCDS10183.1	RAB8B	0.98612996247188	0.945221715815108	0.884864222577774
166	CCDS10184.1	APH1B	0.994520562409059	0.9696598400467	0.934089809599543
167	CCDS10185.1	CA12	0.985156157350229	0.946510962755225	0.883608535811198
168	CCDS10186.1	CA12	0.984726853611653	0.945956365112845	0.88390558588757
169	CCDS10188.1	DAPK2	0.991314319890951	0.953489357839082	0.888398155527889
170	CCDS10189.1	FAM96A	0.999248597946835	0.989302711200123	0.946573545110282
171	CCDS1019.1	LCE2C	0.996635565729179	0.978220419528019	0.949757707187168
172	CCDS10190.1	SNX22	0.761597299877708	0.718386666870676	0.674957746766374
173	CCDS10191.1	PPIB	0.975707164426445	0.931240199670026	0.884946122436049
174	CCDS10192.2	CSNK1G1	0.973033955203364	0.956905555614138	0.930449734613418
175	CCDS10193.1	PCLAF	0.998452204061415	0.97373169178519	0.910759614023923
176	CCDS10194.1	TRIP4	0.973565985679051	0.956093443898131	0.919181010639501
177	CCDS10195.2	PIF1	0.744199188704225	0.696057431040631	0.618444481475823
178	CCDS10196.1	PLEKHO2	0.973390267005281	0.901086067289498	0.788174258999796
179	CCDS10197.2	ANKDD1A	0.885157921353366	0.839178615769752	0.749985794607084
180	CCDS10198.1	SPG21	0.982235109501747	0.936137438669076	0.881350471491581
181	CCDS10199.1	SLC51B	0.898938763913383	0.886352903233263	0.852666144495527
182	CCDS102.1	SPSB1	0.988003564675746	0.94343562795778	0.88946387060158
183	CCDS1020.1	LCE2B	0.997220102717876	0.980523986096071	0.955088818387522
184	CCDS10200.1	RASL12	0.899928210093913	0.772092555182646	0.626068732806128
185	CCDS10202.1	CLPX	0.987450255693909	0.968272819883015	0.936804614834151
186	CCDS10203.1	CILP	0.995556976654271	0.978502956094324	0.939702885875325
187	CCDS10206.1	IGDCC4	0.861769029550993	0.773950725501826	0.683634469343802
188	CCDS10207.1	DPP8	0.997083463492814	0.977758981555089	0.938395173548724
189	CCDS10208.1	DPP8	0.997037576980953	0.978192139299307	0.939215133122141
190	CCDS10209.1	DPP8	0.996833086951103	0.977317179008867	0.938867793003503
191	CCDS1021.1	LCE2A	0.994962575162121	0.974439090324154	0.941080760809673
192	CCDS10210.1	DPP8	0.997037346790982	0.97743660592434	0.937601001134736
193	CCDS10212.1	RAB11A	0.998740079840593	0.986913492329766	0.9568808302691
194	CCDS10213.2	MEGF11	0.830152072061829	0.751904514765226	0.670854039732586
195	CCDS10214.1	DIS3L	0.994073916109673	0.972431270216771	0.936154118181691
196	CCDS10215.1	TIPIN	0.996082333723666	0.979532192515476	0.953060166825752
197	CCDS10216.1	MAP2K1	0.977125933077402	0.968347023077729	0.952385082829878
198	CCDS10217.1	SNAPC5	0.999399642787459	0.993571174849041	0.971656885847106
199	CCDS10218.1	RPL4	0.991286053519609	0.971772541695039	0.929265725606753
200	CCDS10219.1	ZWILCH	0.997851701069573	0.980725339009168	0.942929835481865
201	CCDS1022.1	LCE4A	0.999609955423477	0.996104507181771	0.974234769687958
202	CCDS10220.1	LCTL	0.998903680876744	0.983922106188391	0.941418103718904
203	CCDS10221.1	SMAD6	0.357234292331503	0.237189606185896	0.177887782365302
204	CCDS10222.1	SMAD3	0.982567893741868	0.923745834757597	0.84478934860607
205	CCDS10223.2	IQCH	0.81576649052899	0.790026552484851	0.73647171398325
206	CCDS10224.1	MAP2K5	0.960935974610932	0.935327363322395	0.903763633014204
207	CCDS10226.2	CALML4	0.889563109847267	0.864426903804679	0.828898308706863
208	CCDS10227.1	CLN6	0.909717856644132	0.887729232547336	0.83367583279367
209	CCDS10228.1	FEM1B	0.997447615487258	0.972432669890819	0.923153213263805
210	CCDS10229.2	CORO2B	0.978995025428924	0.937643066543572	0.870655745470124
211	CCDS1023.1	LCE1F	0.991343788629865	0.970510195162762	0.917793566163472
212	CCDS10230.1	SPESP1	0.983526159603437	0.919002383341191	0.846443826384423
213	CCDS10232.1	PAQR5	0.999459814541314	0.995023111258752	0.98171225323176
214	CCDS10233.1	RPLP1	0.924794883390379	0.838977539462035	0.759047742102165
215	CCDS10234.1	RPLP1	0.904007759616903	0.794352264597325	0.692317428870059
216	CCDS10235.1	UACA	0.983763456758641	0.967190658399486	0.932909763737136
217	CCDS10237.1	THAP10	0.927145605123431	0.807410031061528	0.704766443592146
218	CCDS10238.2	THSD4	0.7117808930956	0.690523199380186	0.652393041376795
219	CCDS10239.1	MYO9A	0.995344686443929	0.978947740677049	0.944232129023045
220	CCDS1024.1	LCE1E	0.997316460016399	0.987718564394559	0.964249295557745
221	CCDS10240.1	SENP8	0.994186100589004	0.961199008480467	0.922043404558102
222	CCDS10241.2	PARP6	0.803474951510569	0.781250269821772	0.744642418419608
223	CCDS10242.1	CELF6	0.681826846205855	0.55802526414003	0.478121486952772
224	CCDS10243.1	HEXA	0.997941256179503	0.977426944031694	0.92469254347847
225	CCDS10244.1	ARIH1	0.904049966181461	0.841323954688463	0.78957786334471
226	CCDS10246.1	BBS4	0.991678334666757	0.966805492056201	0.927787461424147
227	CCDS10247.1	NEO1	0.969521335954069	0.955940368821755	0.923377367810136
228	CCDS10248.1	HCN4	0.709824873831494	0.601678571839947	0.525291088480038
229	CCDS10249.1	NPTN	0.979965081102956	0.948265599610691	0.909816331318607
230	CCDS10250.1	NPTN	0.972207929265639	0.933915785899754	0.900310565528659
231	CCDS10251.1	CD276	0.99072338025352	0.929407615038835	0.819484612271748
232	CCDS10252.1	TBC1D21	0.997264856269013	0.9721003581701	0.909524208447059
233	CCDS10253.1	LOXL1	0.524211727717128	0.430194887697321	0.377385705364256
234	CCDS10259.1	ISLR2	0.895637887787195	0.729747525850264	0.551422345625394
235	CCDS1026.1	LCE1C	0.997704579603016	0.984428392456537	0.944102455246584
236	CCDS10260.1	ISLR	0.988104268193432	0.900573629771334	0.743194027369402
237	CCDS10261.1	STRA6	0.972616245962748	0.922064674514288	0.822048696069966
238	CCDS10262.1	SEMA7A	0.90807066748933	0.881090101308876	0.827964732344045
239	CCDS10263.1	UBL7	0.97024981832686	0.92045255115764	0.848152849764494
240	CCDS10264.1	ARID3B	0.988817464038153	0.933480200130838	0.849871188062782
241	CCDS10267.1	EDC3	0.999366285513554	0.993658962839278	0.968525189481853
242	CCDS10268.1	CYP1A1	0.999237506842886	0.991523750491181	0.961993372898966
243	CCDS10269.1	CSK	0.983387036018131	0.929487496279784	0.811327312921918
244	CCDS1027.1	LCE1B	0.999500543159314	0.998344508680145	0.991875502058175
245	CCDS10270.1	LMAN1L	0.944318819412918	0.894975437330194	0.820351584050195
246	CCDS10272.1	MPI	0.998851710635763	0.993221821936917	0.973136103245619
247	CCDS10274.1	RPP25	0.552429420505198	0.329341877166921	0.17252414561664
248	CCDS10275.1	PPCDC	0.997635269814813	0.977657376870945	0.934519624542439
249	CCDS10276.1	C15orf39	0.94928605253905	0.836921266101805	0.696220116904677
250	CCDS10277.1	COMMD4	0.975433382862799	0.890485388806335	0.806693907875179
251	CCDS10278.1	NEIL1	0.981809320407558	0.918234572076816	0.793852265371571
252	CCDS10279.1	SIN3A	0.998916494246568	0.989209748363842	0.965373496523987
253	CCDS1028.1	LCE1A	0.99696910878189	0.977013417578076	0.9255652383439
254	CCDS10280.1	PTPN9	0.965836339288125	0.958372731775035	0.936152218903308
255	CCDS10281.1	SNUPN	0.998992260505806	0.988659329170675	0.956564987192321
256	CCDS10282.1	IMP3	0.825947418443696	0.560929949265756	0.412919829190268
257	CCDS10284.1	CSPG4	0.92586655784256	0.80750994054118	0.667273418665578
258	CCDS10285.1	ODF3L1	0.998537529830254	0.979171507046703	0.925428880183707
259	CCDS10286.1	UBE2Q2	0.967445240955604	0.921285355611072	0.872982266869028
260	CCDS10287.1	FBXO22	0.961652359515287	0.927601461854955	0.886891976716276
261	CCDS10288.1	NRG4	0.998557881163431	0.978476029444411	0.924967122679371
262	CCDS1029.1	SMCP	0.999605245890536	0.99854480723723	0.99046557701833
263	CCDS10290.1	ISL2	0.80402392548565	0.608033748830555	0.455984123053217
264	CCDS10292.1	TSPAN3	0.920857659323248	0.860659853439674	0.804583815953281
265	CCDS10293.1	TSPAN3	0.912595625401246	0.849036770764871	0.79189025221079
266	CCDS10295.1	HMG20A	0.993631976111996	0.963061405156753	0.906918754590015
267	CCDS10296.1	CIB2	0.960726159990688	0.935569536214439	0.903051990136254
268	CCDS10297.1	IDH3A	0.986677314827916	0.974803062999564	0.95306846538265
269	CCDS10298.1	ACSBG1	0.99720978292428	0.970421683660396	0.911357278270221
270	CCDS10299.2	DNAJA4	0.92050288071295	0.877700487059136	0.803650449535033
271	CCDS103.1	SLC25A33	0.941187984334928	0.920077970460584	0.876987331530458
272	CCDS1030.1	IVL	0.767499497098383	0.71591827299359	0.659518068114001
273	CCDS10300.1	WDR61	0.993237851521669	0.980539855037287	0.943316677835076
274	CCDS10301.1	CRABP1	0.95094070102146	0.829987402286977	0.713940392359558
275	CCDS10302.1	IREB2	0.996783153403691	0.984913934838992	0.953586159698683
276	CCDS10303.1	PSMA4	0.998477724971553	0.985765948678398	0.953382276767655
277	CCDS10304.1	CHRNA5	0.923167013583847	0.911360729783221	0.882613571919458
278	CCDS10305.1	CHRNA3	0.944698291135204	0.934663434526002	0.90490684348482
279	CCDS10306.1	CHRNB4	0.984128732948752	0.96131018847984	0.924657139936026
280	CCDS10307.1	MORF4L1	0.98286389492654	0.972172760974594	0.951673632174792
281	CCDS10308.1	CTSH	0.925548067171298	0.894909815089847	0.847575267105248
282	CCDS10309.1	RASGRF1	0.990519713428855	0.965645344890713	0.923749594705869
283	CCDS1031.1	SPRR4	0.99962852897474	0.999263249133235	0.993392459138185
284	CCDS10310.1	TMED3	0.941848880588532	0.864906666484894	0.793190606667838
285	CCDS10311.1	MTHFS	0.838842272917262	0.812294234187205	0.80249577542776
286	CCDS10312.1	BCL2A1	0.999605312035661	0.998099728713582	0.988218458732941
287	CCDS10313.1	ZFAND6	0.998956681857285	0.989438255235553	0.955132580201007
288	CCDS10314.1	FAH	0.99860609920045	0.985157668812942	0.95360385858157
289	CCDS10315.1	CEMIP	0.992686948293714	0.968986078655147	0.928586922765311
290	CCDS10317.1	IL16	0.998236296324168	0.97561378925525	0.914218798001281
291	CCDS1032.1	SPRR1A	0.99962852897474	0.999225414121402	0.993894116999613
292	CCDS10320.1	RPS17	0.998490443725871	0.996984529324515	0.9940673892144
293	CCDS10324.1	BNC1	0.966425117165552	0.963945532516242	0.953527543611901
294	CCDS10325.2	SH3GL3	0.967002058034802	0.920121987668833	0.846380363557689
295	CCDS10326.1	ADAMTSL3	0.996937486315	0.978112848155296	0.929992860379575
296	CCDS10329.2	ZSCAN2	0.99706890233836	0.961208357997404	0.879413659664098
297	CCDS1033.1	SPRR3	0.998967164874865	0.991232555429306	0.96291626606066
298	CCDS10332.1	NMB	0.784233186368845	0.627881437816135	0.517638784010903
299	CCDS10333.1	ALPK3	0.888238425212056	0.816940714158886	0.717981780527336
300	CCDS10334.1	SLC28A1	0.981322055854011	0.96756734102944	0.938900064769292
301	CCDS10335.1	SLC28A1	0.932450667522064	0.885309024494511	0.808221751317027
302	CCDS10336.1	PDE8A	0.930524624500783	0.911756237431002	0.878705759143453
303	CCDS10337.1	PDE8A	0.926489011280634	0.906934188980246	0.87388463929409
304	CCDS10339.1	KLHL25	0.996844175250382	0.962893612377338	0.852072052786668
305	CCDS1034.1	SPRR2A	0.996205567655215	0.971347540827866	0.941282134788001
306	CCDS10340.1	NTRK3	0.995157085172752	0.974250372070682	0.926996949080585
307	CCDS10341.1	MRPL46	0.981426890964425	0.928389230878086	0.866478720016979
308	CCDS10342.1	MRPS11	0.984439491497447	0.934226133780367	0.854980251711308
309	CCDS10343.1	MRPS11	0.986220412256404	0.939307290615681	0.856239948880683
310	CCDS10344.1	AEN	0.978909333722266	0.879766831663601	0.711901810104624
311	CCDS10345.1	ISG20	0.991409902628296	0.943609881945633	0.86509818809219
312	CCDS10346.1	HAPLN3	0.96758323626382	0.888531595274248	0.778262325086198
313	CCDS10347.1	MFGE8	0.936808438392271	0.930800117951864	0.907574562277097
314	CCDS10348.1	ABHD2	0.998575737070602	0.991035572855993	0.972245475494542
315	CCDS10349.2	FANCI	0.996447363131417	0.983923901033167	0.955468849710258
316	CCDS1035.1	PGLYRP3	0.992720471312014	0.958388004020282	0.915021477252641
317	CCDS10350.1	POLG	0.930326515042572	0.863908494304098	0.786213631788331
318	CCDS10351.1	RHCG	0.978678337048051	0.942435663282165	0.872684497275887
319	CCDS10352.2	TICRR	0.848416430617682	0.793349690239962	0.728194657296735
320	CCDS10353.1	PLIN1	0.72590339196379	0.64220024490101	0.566267684530429
321	CCDS10354.1	PEX11A	0.969049074118575	0.963159960216762	0.941796881241223
322	CCDS10356.1	ANPEP	0.996793376149728	0.984225784796516	0.952854903212865
323	CCDS10358.1	ZNF710	0.930507360526128	0.830489299027671	0.726712956239044
324	CCDS10359.1	IDH2	0.887315535525071	0.875406595401067	0.853184209173984
325	CCDS1036.1	S100A9	0.994739108900226	0.951460042638412	0.870606412989637
326	CCDS10360.1	CIB1	0.906985847985747	0.874851024640795	0.827745145079987
327	CCDS10362.1	IQGAP1	0.987419798404836	0.965588295391561	0.927765017018613
328	CCDS10363.1	BLM	0.996524554112515	0.972261750325357	0.924154855390017
329	CCDS10364.1	FURIN	0.94972836668006	0.863523570109125	0.753099797209532
330	CCDS10365.1	FES	0.934754100925784	0.843620628332189	0.74090746053439
331	CCDS10367.1	UNC45A	0.971345236129756	0.941699489767848	0.886634380789909
332	CCDS10369.1	VPS33B	0.983035154703458	0.958297869271077	0.92088729080212
333	CCDS1037.1	S100A12	0.99962453466264	0.998922867170483	0.995273397348843
334	CCDS10370.1	SV2B	0.99876556485319	0.990442586365203	0.966834263097074
335	CCDS10372.1	ST8SIA2	0.958383719030919	0.92337026967217	0.869165138629829
336	CCDS10374.2	CHD2	0.985798257180065	0.963347108971045	0.914107531214521
337	CCDS10375.1	NR2F2	0.843856555493874	0.778099918246538	0.713762628523012
338	CCDS10376.1	SPATA8	0.997385685048642	0.976862494976973	0.929023334922043
339	CCDS10377.1	ARRDC4	0.783492383218555	0.750070629733455	0.71924060329017
340	CCDS10378.1	IGF1R	0.98627077848154	0.965137661513815	0.914890050369438
341	CCDS10379.2	TTC23	0.982651418665464	0.976594561487233	0.94203725323704
